Id|Categoria|Nombre|Valoracion|Dificultad|Num_comensales|Tiempo|Tipo|Link_receta|Num_comentarios|Num_reviews|Fecha_modificacion|Ingredientes
8285|Recetas de Aves y caza|Receta de Escabeche de pollo tradicional|4.0|baja|3|1h 30m|Plato principal|https://www.recetasgratis.net/receta-de-escabeche-de-pollo-tradicional-8285.html|19|4||6 piezas de pollo,2 cebollas,4 cucharadas soperas de Vinagre,1 taza de Vino blanco,1 cucharada sopera de Ají molido,1 pizca de Orégano,1 pizca de Sal y Pimienta,2 Ajíes frescos,½ taza de Aceite,1 puñado de Aceitunas,3 huevos cocidos,lechuga
7868|Recetas de Aves y caza|Receta de Pollo nevado|2.5|||||https://www.recetasgratis.net/receta-de-pollo-nevado-7868.html|0|5||1 pollo despresado,El jugo de 3 limones,1 cuchara de mostaza,Sal,Pimienta a gusto,1 vaso de agua fría,2 latas de leche evaporada
7667|Recetas de Aves y caza|Receta de Pollo al limón con papas|3.3|||||https://www.recetasgratis.net/receta-de-pollo-al-limon-con-papas-7667.html|1|3||4 supremas de pollo,1 cda aceite,El jugo de 2 limones,125 cc(½ taza) de caldo de verduras,1 cda perejil picado,200 g de papas en cubos y hervidas
7662|Recetas de Aves y caza|Receta de Pollo a la francesa|3.6|||||https://www.recetasgratis.net/receta-de-pollo-a-la-francesa-7662.html|0|6||1 pollo de 1,5 a 2k cortado en cuatro,150 g de manteca,Aceite de oliva,250 g de aceituna negras descarozadas,4 blancos de apio cortados en trozos (del tamaño de las aceitunas),250 cc de oporto o jerez
7660|Recetas de Aves y caza|Receta de Pollo a la cacerola con arroz|3.4|||||https://www.recetasgratis.net/receta-de-pollo-a-la-cacerola-con-arroz-7660.html|2|4||1 pollo de 1,5 a 2k cortado por presas,¼ k de arroz,Caldo de pollo,1 cebolla mediana picada,2 ajos picados,1 lata chica de tomates perita picados,Orégano fresco picado,Aceita de oliva,Manteca,Una pizca de azúcar,Sal,Pimienta a gusto
7649|Recetas de Aves y caza|Receta de Conejo con setas|3.0|||||https://www.recetasgratis.net/receta-de-conejo-con-setas-7649.html|0|3||conejo 1,Rodillones 250 grs,Vino Tinto 1 vaso,Caldo 1 vaso,tomate 1 bool de salsa,Sal,Pimienta Blanca
7631|Recetas de Aves y caza|Receta de Perdices a la vinagreta||||||https://www.recetasgratis.net/receta-de-perdices-a-la-vinagreta-7631.html|0|0||4 perdices,2 cebollas medianas picadas,3 dientes de ajo picados,Orégano fresco picado,2 hojas de laurel,Aceite,Manteca,100 cc de caldo de verduras,Aceto balsámico tinto,Sal y pimienta a gusto
7626|Recetas de Aves y caza|Receta de Perdices a la panceta||||||https://www.recetasgratis.net/receta-de-perdices-a-la-panceta-7626.html|0|0||4 perdices,2 cebollas medianas picadas,4 zanahorias en rodajas,2 dientes de ajo picados,Orégano fresco picado,2 hojas de laurel,AceiteManteca,100cc vino blanco seco,150g de panceta ahumada en cubitos,Sal y pimienta a gusto
7623|Recetas de Aves y caza|Receta de Pato con arroz y setas|4.0|||||https://www.recetasgratis.net/receta-de-pato-con-arroz-y-setas-7623.html|1|4||1 pato limpio cortado en presas,70 cc de aceite,1 cebolla picadita,1 lata de tomates peritas,50 g de hongos secos remojados en agua,100 cc de vino blanco,Caldo de pollo cantidad necesaria,2 cucharadas de alcaparras,Sal,pimienta a gusto
7620|Recetas de Aves y caza|Receta de Liebre al vino tinto|4.4|||||https://www.recetasgratis.net/receta-de-liebre-al-vino-tinto-7620.html|6|4||1½ kilogramos de liebre limpia,200 gramos de jamón,3 unidades de cebollas medianas,150 mililitros de Coñac,100 mililitros de Aceite,750 mililitros de Vino tinto,1 pizca de Tomillo en polvo,2 dientes de Ajo,1 pizca de Pimienta negra en granos,1 pizca de Sal
7618|Recetas de Aves y caza|Receta de Estofado de liebre|3.7|||||https://www.recetasgratis.net/receta-de-estofado-de-liebre-7618.html|5|7||1 liebre limpia,4 papas medianas,3 tomates medianos frescos cortado en trozos,4 dientes de ajo picado,1 cebolla cortada en trozos grandes,100cc de vino tinto,Perejil picado,2 hojas de laurel,1 cucharada de pimentón,Aceto balsámico tinto,Manteca,Aceite de oliva,Sal a gusto
7616|Recetas de Aves y caza|Receta de Conejo con olivas|4.2|||||https://www.recetasgratis.net/receta-de-conejo-con-olivas-7616.html|1|2||1 conejo limpio y cortado en presas,70cc de aceite,50g de manteca,1 lata de tomates peritas picados,1 ramito de finas hiervas,10 aceitunas verdes descarozadas y picadas,10 aceitunas negras descarozadas y picadas,100cc de vino tinto,1 cucharada de azúcar
7604|Recetas de Aves y caza|Receta de Conejo al vino blanco|4.0|||||https://www.recetasgratis.net/receta-de-conejo-al-vino-blanco-7604.html|3|4||1 conejo limpio,4 papas grandes peladas y cortadas en cubos,5 dientes de ajo picados,100cc de caldo de verduras,Harina,200cc de vino blanco,Perejil picado 4 hojas de laurel,Aceite,Sal a gusto
7530|Recetas de Aves y caza|Receta de Pavo con mandarinas|3.0|||||https://www.recetasgratis.net/receta-de-pavo-con-mandarinas-7530.html|1|3||1,500 kg. de pavo (pata y pechuga),3 mandarinas,500 gr. de champiñones o setas,8 cucharadas de aceite de oliva virgen,4 ramitas de estragón,Sal
7401|Recetas de Aves y caza|Receta de Pechuga de pavo con salsa de albaricoque|3.3|||||https://www.recetasgratis.net/receta-de-pechuga-de-pavo-con-salsa-de-albaricoque-7401.html|1|3||600g de pechuga de pavo,½ kg de orejones de albaricoque,1 frasco de mermelada de albaricoque,1 frasco de salsa rosa,1 sobre de sopa de cebolla,1 cucharada de azúcar,Perejil picado
7399|Recetas de Aves y caza|Receta de Pollo en pepitoria casero|3.0|media|4|30m|Plato principal|https://www.recetasgratis.net/receta-de-pollo-en-pepitoria-casero-7399.html|3|3||1 unidad de pollo,1 copa de Vino de Jerez,2 unidades de Yema de huevo cocida,1 puñado de Almendras crudas,1 unidad de cebolla,1 diente de Ajo,1 pizca de Hebras de azafrán,Caldo,1 taza de Harina (140 gramos),Aceite,2 hojas de Laurel,1 cucharada sopera de Perejil,1 pizca de Sal,1 pizca de Pimienta
7238|Recetas de Aves y caza|Receta de Pato relleno a la campesina|4.3|media|4|1h 30m|Plato principal|https://www.recetasgratis.net/receta-de-pato-relleno-a-la-campesina-7238.html|4|3||1 kilogramo de pato,50 gramos de Panceta ahumada,1 unidad de Hígado del pato,2 unidades de cebollas,2 hojas de apio,100 gramos de pan lactal sin corteza,¼ litro de Leche,2 cucharadas soperas de Perejil picado,1 pizca de Tomillo,1 unidad de Salvia,1 unidad de Huevo,1 manojo de Berros,1 rama de apio,1 lata de Aceitunas negras descarozadas,1 pizca de Sal,1 pizca de Pimienta a gusto
6999|Recetas de Aves y caza|Receta de Pollo al oreganato|3.8|||||https://www.recetasgratis.net/receta-de-pollo-al-oreganato-6999.html|0|8||1 pollo,oregano segun gustos si es por mi 100gr o mas,1/2 kilo de patatas cortadas en cubos,1 l de caldo del que mas té guste,1 cebolla cortada en rodajas,2 dientes de ajos cortados en rodajas,sal,aceite
6916|Recetas de Aves y caza|Receta de Pollo en jugo de naranja|4.0|baja|4|30m|Plato principal|https://www.recetasgratis.net/receta-de-pollo-en-jugo-de-naranja-6916.html|6|4|2019-01-30|1 pollo grande partido en piezas,½ cucharada sopera de consomé de pollo,4 tazas de jugo de naranja,1 chile jalapeño en vinagre picado (opcional),½ cucharadita de orégano molido,½ taza de agua (120 mililitros),3 cucharadas soperas de aceite
6911|Recetas de Aves y caza|Receta de Pastel de los novios|4.3|media|6|30m|Plato principal|https://www.recetasgratis.net/receta-de-pastel-de-los-novios-6911.html|11|3||650 gramos de Harina,300 gramos de Manteca,1 cucharadita de canela,200 gramos de Azúcar (1 taza),6 unidades de Yema de huevo,1 vaso de Vino dulce,1 cucharadita de Sal,1 unidad de pollo,1 paquete de Vegetales para el caldo,3 unidades de cebolla,100 gramos de Manteca,10 unidades de Orejones,50 gramos de Pasas de uva,50 gramos de Aceitunas verdes,5 unidades de Huevo duro,½ cucharadita de Pimentón dulce,1 pizca de Sal y Pimienta
6792|Recetas de Aves y caza|Receta de Pollo al ajillo|3.8|baja|4|15m|Plato principal|https://www.recetasgratis.net/receta-de-pollo-al-ajillo-6792.html|8|8|2017-07-10|1 unidad de pollo,1 cabeza de Ajo,1 vaso de Vino blanco,1 unidad de Limón,1 pieza de Sal,1 chorro de Aceite
31363|Recetas de Aves y caza|Receta de Magret de Pato Caramelizado|3.9|media||||https://www.recetasgratis.net/receta-de-magret-de-pato-caramelizado-31363.html|18|9||1 Magret de pato,Sal,Mermelada de Naranja
31334|Recetas de Aves y caza|Receta de Lomo de Liebre con Plátanos|3.3|||||https://www.recetasgratis.net/receta-de-lomo-de-liebre-con-platanos-31334.html|0|3||1 cebolla pequeña,1/8 de litro de vino blanco,1/2 hoja de laurel,Una pizca de mejorana,1/2 cucharilla de moca, de pimienta negra,500 gr. de lomo de liebre (suele ser un lomo),1 cucharada de mantequilla,1/2 cucharadilla de azúcar,2 plátanos,3 cucharadas de nata,Una pizca de cayena,Nuez Moscada,Sal
31338|Recetas de Aves y caza|Receta de Pollo con Rosas petalos|3.3|||||https://www.recetasgratis.net/receta-de-pollo-con-rosas-petalos-31338.html|0|3||1/2 pollo troceado,Petalos de rosa,Una pizca de canela,Una pizca de azucar,1/2 vaso de vino blanco muy suave,Aceite,Sal
31316|Recetas de Aves y caza|Receta de Pechuga de pollo a la plancha con pimientos verdes fritos|3.7|||||https://www.recetasgratis.net/receta-de-pechuga-de-pollo-a-la-plancha-con-pimientos-verdes-fritos-31316.html|0|7||2 pechugas abiertas de 300 gramos cada una,16 pimientos verdes de freír,2 decilitros de aceite de oliva,Sal
31125|Recetas de Aves y caza|Receta de Pollo en salsa de tomate con Thermomix|3.5|baja|6|30m|Plato principal|https://www.recetasgratis.net/receta-de-pollo-en-salsa-de-tomate-con-thermomix-31125.html|1|5||1 kilogramo de pechuga de pollo hecha taquitos,1 cebolla grande,1 tomate grande,1 pizca de Perejil,100 gramos de jamón serrano,50 mililitros de Aceite,50 mililitros de Vino blanco,1 pastilla de Caldo de pollo,Sal,1 pizca de Pimienta negra molida,1 pizca de Pimentón dulce,Azafrán,1 hoja de Laurel
31124|Recetas de Aves y caza|Receta de Pollo en pepitoria con Thermomix|3.2|baja|4|45m|Plato principal|https://www.recetasgratis.net/receta-de-pollo-en-pepitoria-con-thermomix-31124.html|1|2||2 pollos pequeños troceados,100 gramos de Aceite de freír (1 cubilete),100 gramos de Almendras,300 gramos de cebolla,3 dientes de Ajo,2 Hígados de pollo (opcional),250 mililitros de Vino blanco (2 cubiletes y medio),1 pizca de Hebras de azafrán,3 huevos cocidos,½ cubilete de Hojas de perejil,2 pastillas de Caldo de ave,150 gramos de Agua (un cubilete y medio),1 pizca de Pimienta
31121|Recetas de Aves y caza|Receta de Pollo a la cerveza con Thermomix|3.3|baja|4|45m||https://www.recetasgratis.net/receta-de-pollo-a-la-cerveza-con-thermomix-31121.html|0|3||1 kilogramo de pollo troceado,½ cebolla,2 dientes de Ajo,1 tomate,½ Pimiento (rojo o verde),1 lata de cerveza,50 gramos de Aceite,2 pastillas de Caldo de ave,1 pizca de Sal
31119|Recetas de Aves y caza|Receta de Pollo al curry con Thermomix|3.5|baja|4|15m|Plato principal|https://www.recetasgratis.net/receta-de-pollo-al-curry-con-thermomix-31119.html|0|5||½ kilogramo de pechuga de pollo,50 mililitros de Aceite,½ unidad de cebolla,2 dientes de Ajo,1 lata de champiñón,¾ vaso de Caldo,Harina,1 cucharada postre de curry,1 pizca de Sal y Pimienta,1 pizca de Colorante alimentario
31116|Recetas de Aves y caza|Receta de Pechugas de pollo en salsa de coco con curry en Thermomix|4.1|baja|4|30m|Plato principal|https://www.recetasgratis.net/receta-de-pechugas-de-pollo-en-salsa-de-coco-con-curry-en-thermomix-31116.html|2|1||½ kilogramo de Pechugas de pollo,1 cebolla,1 trozo de Puerro,1 cucharada sopera de Mantequilla vegetal,1 Plátano,1 manzana,2 cucharaditas de curry,1 pizca de canela,200 mililitros de Leche de coco,Coco rallado,Almendras ralladas (opcional),1 cucharada sopera de Aceite de oliva
31117|Recetas de Aves y caza|Receta de Pechuga de pollo rellena con Thermomix|3.9|baja|4|45m|Plato principal|https://www.recetasgratis.net/receta-de-pechuga-de-pollo-rellena-con-thermomix-31117.html|1|9||4 filetes de pechuga de pollo,100 gramos de Pasas de corinto,8 unidades de Ciruelas pasas sin hueso,8 unidades de Nueces,4 lonchas de queso,1 unidad de manzana troceada,4 lonchas de Lacón,1 pizca de Sal,1 pieza de Pimienta
31107|Recetas de Aves y caza|Receta de Muslos de pollo rellenos con Thermomix|3.4|baja|4|1h 30m|Plato principal|https://www.recetasgratis.net/receta-de-muslos-de-pollo-rellenos-con-thermomix-31107.html|1|4||4 Cuartos de pollo del muslo deshuesados,100 gramos de Bacon,100 gramos de jamón dulce,1 Huevo,2 Hígados de pollo,1 cucharadita de Mantequilla,1 trozo de cebolla,½ cubilete de Aceite,2 cubiletes de nata líquida,½ pastilla de Caldo de pollo,½ cubilete de Jerez seco,½ cebolla,2 cubiletes de Agua,1 diente de Ajo,50 gramos de Almendra tostada,Ciruelas pasas
30679|Recetas de Aves y caza|Receta de Fiambre trufado con Thermomix|3.3|baja|6|24h||https://www.recetasgratis.net/receta-de-fiambre-trufado-con-thermomix-30679.html|0|3||1 kilogramo de carne de pollo picada,1 sobre de sopa de cebolla (Knor),2 Huevos,1 lata de Trufas,Sal,Pimienta negra molida,1 cebolla mediana,1 zanahoria,1 cucharada sopera de Harina,½ cubilete de Aceite,2 cubiletes de Vino blanco,2 cubiletes de Caldo,1 cubilete de nata (opcional),Sal,Pimienta negra molida
30680|Recetas de Aves y caza|Receta de Foie de pato con Thermomix|3.4|media|10|24h|Entrante|https://www.recetasgratis.net/receta-de-foie-de-pato-con-thermomix-30680.html|5|4||800 gramos de Hígado fresco de pato,1 litro de Leche entera,1 pizca de Pimienta molida,½ cucharadita de Azúcar,1 pizca de Sal,1 cucharada sopera de Oporto,2 cucharadas soperas de Coñac,½ litro de Agua
30243|Recetas de Aves y caza|Receta de CONCHAS DE POLLO|3.0|||||https://www.recetasgratis.net/receta-de-conchas-de-pollo-30243.html|0|3||400 ml leche,queso rallado,150 g pollo,Sal,25 g harina,25 g mantequilla,1 cucharada aceite de oliva,1 cucharadita perejil picado,100 g champiñón,4 conchas de vieiras
30229|Recetas de Aves y caza|Receta de LÁMINAS DE PAVO CON SALSA DE GROSELLAS|3.6|||||https://www.recetasgratis.net/receta-de-laminas-de-pavo-con-salsa-de-grosellas-30229.html|0|6||1 pechuga de pavo,200 g frutas del bosque,1 chalota,1 puerro,1 vaso brandy,80 g mantequilla,3 cucharadas azúcar,1 vaso caldo vegetal,Una pizca de nuez moscada,Sal,Pimienta
30228|Recetas de Aves y caza|Receta de PATORRA DE PAVO CON CIRUELAS Y MANZANA|3.3|||||https://www.recetasgratis.net/receta-de-patorra-de-pavo-con-ciruelas-y-manzana-30228.html|0|3||1 cebolleta,3 manzanas reinetas,1 pizca de maizena,Pimienta negra molida,100 ml aceite de oliva,250 ml agua,1 muslo de pavo,Sal,8 ciruelas pasas,80 g tacos de jamón,1 chorro de oporto
30226|Recetas de Aves y caza|Receta de LOMO DE CIERVO CON LOMBARDA|3.2|||||https://www.recetasgratis.net/receta-de-lomo-de-ciervo-con-lombarda-30226.html|1|3||1/2 k lombarda,250 g puré de castillas,1 solomillo de cerdo,1 diente de ajo,2 vasos vino tinto,100 ml aceite de oliva,pimienta en grano,2 clavos,1 cebolla,1 puerro,1 zanahoria
30179|Recetas de Aves y caza|Receta de MUSLITOS DE POLLO CON OLIVAS Y LIMÓN|3.0|||||https://www.recetasgratis.net/receta-de-muslitos-de-pollo-con-olivas-y-limon-30179.html|0|3||1 cebolla grande,2 limones,Sal,1 vaso de aceite de oliva,2 dientes de ajo,150 g olivas,8 muslos grandes de pollo,Granos de pimienta negra y piienta de cayena,1 tomate
30180|Recetas de Aves y caza|Receta de Estofado de conejo a la cazadora|3.5|baja|4|24h|Plato principal|https://www.recetasgratis.net/receta-de-estofado-de-conejo-a-la-cazadora-30180.html|5|5|2019-01-29|1 conejo mediano troceado,1 vaso de aceite de oliva,1 cucharada postre de hierbas aromáticas (romero, tomillo, orégano),3 clavos de olor,1 vaso de vino tinto,1 zanahoria grande,1 diente de ajo,1 cebolla mediana,3 granos de pimienta negra,1 puerro,2 hojas de laurel,Harina para rebozar
30101|Recetas de Aves y caza|Receta de POLLO FRITO CON PLÁTANO|3.7|||||https://www.recetasgratis.net/receta-de-pollo-frito-con-platano-30101.html|0|7||1 kg pollo (alitas y coditos),2 plátanos verdes (especial para freir),2 dientes de ajo,1 puerro,salsa de soja,2 cucharadas miel,aceite necesario,sal,pimienta
30094|Recetas de Aves y caza|Receta de GALLOS ASADOS CON UVAS|3.7|||||https://www.recetasgratis.net/receta-de-gallos-asados-con-uvas-30094.html|0|7||4 gallos de ración,150 g uvas negras,200 g cebollitas francesas,80 g almendras,50 g mantequilla,100 ml cava,100 ml nata,1 cucharada miel,sal,pimienta
30054|Recetas de Aves y caza|Receta de CONEJO AGRIDULCE AL LIMÓN|3.6|||||https://www.recetasgratis.net/receta-de-conejo-agridulce-al-limon-30054.html|0|6||1 conejo mediano o dos pequeños,2 limones,1 rama de tomillo o romero,50 g manteca o mantequilla,1 cerveza,1 vaso de agua o caldo vegetal,4 cebollitas francesas,2 dientes de ajo,1 cucharada azúcar,Un chorro de aceite de oliva,Sal,Pimienta negra
29989|Recetas de Aves y caza|Receta de RIZOS DE PAVO CON SALSA DE AGUACATE|3.7|||||https://www.recetasgratis.net/receta-de-rizos-de-pavo-con-salsa-de-aguacate-29989.html|0|7||50 ml nata,1 limón,1 aguacate,Sal y pimienta blanca,Aceite para freír,Perejil fresco,1 bolsa copos de patata,1 vaso leche,2 huevos,350 g pavo,Sal y pimienta negra
29988|Recetas de Aves y caza|Receta de MUSLITOS DE CODORNIZ EN SALSA DE MOSCATEL|3.3|||||https://www.recetasgratis.net/receta-de-muslitos-de-codorniz-en-salsa-de-moscatel-29988.html|0|3||Juliana de naranja para decorar,Sal,Pimienta en grano,Clavo,25 g mantequilla,30 g maizena,1 vasito vino moscatel,8 codornices,rama de apio y laurel,1 puerro,1 nabo,1 zanahoria
46473|Recetas de Aves y caza|Receta de Bolitas de pollo y queso con Thermomix|5.0|baja|20|30m|Entrante|https://www.recetasgratis.net/receta-de-bolitas-de-pollo-y-queso-con-thermomix-46473.html|2|5||250 gramos de pechuga de pollo,1 unidad de Huevo,40 gramos de queso semicurado,1 pizca de Sal,1 pizca de Pimienta,1 unidad de Huevo,1 taza de pan rallado
37201|Recetas de Aves y caza|Receta de Pechugas de pollo a la mexicana|3.7|media|4|45m|Plato principal|https://www.recetasgratis.net/receta-de-pechugas-de-pollo-a-la-mexicana-37201.html|2|7||4 pechugas de De pollo sin hueso,4 unidades de tomates maduros,3 unidades de Chiles jalapeños,¼ unidad de cebolla,1 manojo de Cilantro,1 chorro de Aceite,1 diente de Ajo,1 pizca de Sal
36925|Recetas de Aves y caza|Receta de Pollo en achiote al vapor|4.4|media|4|1h 30m|Plato principal|https://www.recetasgratis.net/receta-de-pollo-en-achiote-al-vapor-36925.html|22|4||4 pechugas de pollo,1 achiote,1 chorro de vinagre,1 unidad de cebolla,1 pizca de chile morrón,1 paquete de papas,1 zanahoria,1 rama de apio,1 paquete de papel de aluminio,1 pizca de pimienta,1 unidad de ajo,1 pizca de sal
36448|Recetas de Aves y caza|Receta de Jabalí con patatas|3.4|alta|4|24h|Plato principal|https://www.recetasgratis.net/receta-de-jabali-con-patatas-36448.html|3|4||1 kilogramo de carne de jabalí,3 unidades de patatas,1 unidad de Pera blanquilla,1 unidad de manzana golden,1 unidad de zanahoria,1 unidad de cebolla,1 unidad de Pimiento rojo,1 litro de Caldo de pollo,2 dientes de Ajo,1 manojo de Perejil,1 rama de Tomillo,1 vaso de Aceite de oliva,1 botella de Vino blanco,1 copa de Coñac o Brandy,2 hojas de Laurel,1 pizca de Sal,1 pizca de Pimienta negra,1 pizca de Clavos de olor
33786|Recetas de Aves y caza|Receta de Pavo relleno guayaquil|4.5|alta|6|45m|Plato principal|https://www.recetasgratis.net/receta-de-pavo-relleno-guayaquil-33786.html|35|5||1 unidad de pavo (6-7 kg),1 paquete de Ciruelas pasas,¼ kilogramo de Nueces peladas,½ kilogramo de jamón dulce,1 taza de Pasas,15 unidades de Aceitunas rellenas,6 unidades de pan dulce,1 taza de Menudo de pavo,1 taza de Leche (240 mililitros),2 tazas de Vino tinto,3 cucharadas soperas de Azúcar moreno,3 tazas de Caldo de pollo,1 pizca de Sal,1 pizca de Pimienta,1 pizca de Onoto o achiote,1 chorro de Aceite de maiz,1 unidad de cebolla morada,2 dientes de Ajo,1 unidad de Pimiento verde
33430|Recetas de Aves y caza|Receta de Pollo a la crema|4.4|media|4|30m|Plato principal|https://www.recetasgratis.net/receta-de-pollo-a-la-crema-33430.html|29|4|2020-04-03|1½ kilogramos de pollo en trozos,2 latas de media crema tipo Nestlé,1 chile (puede ser picante o no),1 cebolla cortada en juliana,2 chiles chipotles adobados de lata,90 gramos de mantequilla,1 pastilla de consomé de pollo en polvo,1 pimiento verde cortado en tiras
33353|Recetas de Aves y caza|Receta de Pollo con crema ácida|5.0|media|6|30m|Plato principal|https://www.recetasgratis.net/receta-de-pollo-con-crema-acida-33353.html|1|5||1 kilogramo de pechuga de pollo,250 mililitros de Crema ácida,5 unidades de Rábano,1 rama de apio,1 pizca de Sal,1 pizca de Pimienta,10 mililitros de Aceite de oliva,1 unidad de cebolla,1 diente de Ajo,1 unidad de lechuga
33078|Recetas de Aves y caza|Receta de Medallones de pollo|4.1|media|4|45m|Plato principal|https://www.recetasgratis.net/receta-de-medallones-de-pollo-33078.html|12|1||2 pechugas de pollo grandes deshuesadas,1 lata de Arvejas con zanahoria,1 unidad de cebolla blanca grande,2 unidades de Pimentones,250 gramos de jamón,1 paquete de Uvas pasas,1 tarro de Alcaparras pequeño,1 tarro de Aceitunas pequeños,1 lata de crema de leche grande,2 cucharadas soperas de Mostaza,1 botella de Salsa negra,2 cucharadas soperas de Panela rallada,1 paquete de migas de pan,1 pizca de Sal,1 pizca de Pimienta
32797|Recetas de Aves y caza|Receta de Rollitos de pollo en salsa chipotle|4.4|baja|4|30m|Plato principal|https://www.recetasgratis.net/receta-de-rollitos-de-pollo-en-salsa-chipotle-32797.html|7|4||4 filetes de pechuga de pollo,4 lonchas de jamón cocido,4 lonchas de queso curado,1 taza de pan rallado,1 unidad de Huevo,1 pizca de Sal,1 pizca de Pimienta,½ lata de Chipotles sin semilla,2 unidades de Chile guajillo asado sin semilla,½ unidad de cebolla,2 dientes de Ajo,1 lata de leche condensada,1 pizca de Sal,1 pizca de Pimienta
32732|Recetas de Aves y caza|Receta de Pollo al jugo|4.2|baja|4|45m|Plato principal|https://www.recetasgratis.net/receta-de-pollo-al-jugo-32732.html|55|2||1 pizca de Pimienta,4 tazas de Caldo de pollo o agua,1½ kilogramos de pollo,2 unidades de zanahorias amarillas cocinadas,3 unidades de tomates grandes pelados, sin semillas y cortados,1 unidad de Tronco de apio picado,3 unidades de cebollas paiteñas picadas,1 unidad de Pimiento grande picado,2 ramas de Cilantro (opcional),1 chorro de Aceite para dorar el pollo,1 pizca de Sal,1 pizca de Comino,1 pizca de Orégano molido,1 taza de Aliño para el pollo
32397|Recetas de Aves y caza|Receta de Pollo en crema de champiñones fácil|4.1|baja|2|45m|Plato principal|https://www.recetasgratis.net/receta-de-pollo-en-crema-de-champinones-facil-32397.html|36|1||2 unidades de Piernas de pollo deshuesadas,2 cucharadas soperas de Mantequilla,1 pizca de Ajo molido,1 pizca de Sal y pimienta,150 gramos de champiñón cortados en laminas,1 lata de Media crema,1 unidad de Chile chipotle (al gusto),½ cucharada sopera de Caldo de pollo
31347|Recetas de Aves y caza|Receta de Pechugas de pollo con salsa de verduras|4.5|media|4|30m|Plato principal|https://www.recetasgratis.net/receta-de-pechugas-de-pollo-con-salsa-de-verduras-31347.html|32|5||4 unidades de pechuga de pollo,2 dientes de Ajo,1 pizca de Sal,1 pizca de Perejil,1 unidad de Pimiento verde,1 unidad de Pimiento rojo,1 unidad de calabacín,1 unidad de cebolla,1 diente de Ajo,1 unidad de zanahoria,1 unidad de berenjena,1 vaso de tomate frito,1 vaso de Brandy,1 pizca de Pimentón,1 pizca de Pimienta negra,1 pizca de Perejil picado,1 pizca de Colorante,1 chorro de Vinagre,1 chorro de Aceite
21315|Recetas de Aves y caza|Receta de Mixiotes de pollo|4.2|media|3|30m|Plato principal|https://www.recetasgratis.net/receta-de-mixiotes-de-pollo-21315.html|37|2||1 pizca de Pimienta,6 unidades de Muslo de pollo,¼ kilogramo de Chile ancho,3 ramas de canela,7 unidades de Clavos de olor,¼ cucharadita de Orégano,¼ cucharadita de Comino,¼ cucharadita de Tomillo,3 dientes de Ajo,¾ vaso de Vinagre blanco,6 hojas de Plátano,1 pizca de Sal
11521|Recetas de Aves y caza|Receta de Ají de gallina peruano|4.6|media|2|30m|Plato principal|https://www.recetasgratis.net/receta-de-aji-de-gallina-peruano-11521.html|170|6|2018-08-03|2 unidades de pechuga de pollo o gallina,3 tazas de agua (720 mililitros),½ unidad de pan de molde,1 tarro de leche evaporada,1 cucharadita de ajo molido,½ cucharadita de pimienta,1 cucharadita de sal,1 taza de cebolla picada en cuadritos,3 cucharadas soperas de ají molido amarillo,2 unidades de huevos cocidos,4 unidades de papas amarillas o blancas
11002|Recetas de Aves y caza|Receta de Pollo pibil|4.2|media|4|45m|Plato principal|https://www.recetasgratis.net/receta-de-pollo-pibil-11002.html|39|3||1 unidad de pollo cortado en partes y sin piel,1 paquete de Hojas de plátano,1 paquete de pasta de achiote,5 unidades de Naranjas agrias,2 unidades de Pimientas gordas,1 cucharada sopera de Vinagre blanco,2 unidades de cebollas moradas fileteadas,1 taza de Agua (240 mililitros),1 chorro de Vinagre blanco,1 unidad de Limón,4 unidades de Pimientas gordas
9436|Recetas de Aves y caza|Receta de Pastel de pollo fácil|4.5|baja|6|30m|Plato principal|https://www.recetasgratis.net/receta-de-pastel-de-pollo-facil-9436.html|61|5||1 unidad de Tapa de tarta,3 unidades de pollo cocido,100 gramos de Cebollín,3 unidades de tomates,1 unidad de Pimiento rojo,3 unidades de Huevos duros,150 gramos de queso fresco,50 gramos de Aceitunas verdes
9200|Recetas de Aves y caza|Receta de Albóndigas de pollo guisadas|4.3|baja|4|30m|Plato principal|https://www.recetasgratis.net/receta-de-albondigas-de-pollo-guisadas-9200.html|8|3||500 gramos de pechuga de pollo molida,¼ taza de cebolla,2 dientes de Ajo,1 unidad de Huevo,1 taza de pan rallado,3 unidades de tomate (sin piel ni semilla),¼ unidad de cebolla,1 diente de Ajo,2 unidades de Chile Chipotle,2 tazas de caldo de verduras o pollo,1 pizca de Sal,1 pizca de Pimienta
8677|Recetas de Aves y caza|Receta de Pollo a la jardinera|3.8|baja|2|30m|Plato principal|https://www.recetasgratis.net/receta-de-pollo-a-la-jardinera-8677.html|8|8||1 pieza de pechuga de pollo,2 piezas de Muslos,3 tomate,3 zanahorias,2 Papas,½ taza de guisantes,1 chorro de Aceite vegetal,1 cucharadita de Caldo de pollo en polvo,1 cebolla,2 dientes de Ajo,1 pizca de Sal,1 hoja de Laurel
